inputs_pretokenized,targets_pretokenized,dataset
"Identify the part of speech of 'either'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'loudly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'someday'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'undoubtedly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'abruptly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'initially'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'calmly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'thoughtfully'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'thereafter'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'excitedly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'freely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'differently'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'personally'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'individually'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'anxiously'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'hereby'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'indirectly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'thoroughly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'simply'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'partially'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'basically'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'satisfactorily'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'typically'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'eagerly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'commercially'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'stubbornly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'impatiently'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'prominently'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'extremely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'neatly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'absently'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'radically'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'beautifully'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'inevitably'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'correctly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'therein'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'mentally'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'historically'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'safely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'significantly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'experimentally'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'sincerely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'adequately'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'incredibly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'universally'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'stiffly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'vigorously'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'centrally'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'literally'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'violently'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'financially'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'reluctantly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'methodically'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'profoundly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'formally'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'unanimously'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'ultimately'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'nicely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'conversely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'realistically'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'gravely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'virtually'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'afar'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'peculiarly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'flatly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'empirically'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'inversely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'academically'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'dramatically'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'meticulously'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'preferably'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'politely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'conceivably'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'rightly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'blindly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'annually'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'cautiously'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'drunkenly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'fortunately'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'conclusively'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'other'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'many'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'same'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'necessary'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'economic'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'difficult'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'jewish'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'another'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'loud'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'vocational'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'greater'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'successful'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'strange'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'recent'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'tattered'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'smaller'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'sudden'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'considerable'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'sufficient'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'usual'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'interesting'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'hypothalamic'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'minimal'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'unusual'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'willing'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'practical'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'occasional'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'intense'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'foreign'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'eager'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'industrial'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'related'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'nonspecific'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'numerous'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'academic'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'powerful'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'pure'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'artistic'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'enormous'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'reasonable'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'wooden'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'impressive'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'convenient'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'theological'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'surprised'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'northern'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'aqueous'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'physiological'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'clinical'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'prepared'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'regional'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'proud'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'experimental'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'diagonalizable'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'visible'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'sympathetic'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'autonomic'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'expensive'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'creative'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'paramagnetic'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'quiet'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'remarkable'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'common'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'definite'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'changing'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'skeletal'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'extraordinary'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'crowded'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'continued'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'concerned'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'unadjusted'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'scientific'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'covered'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'profound'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'skilled'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'medieval'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'retired'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'satisfied'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
